sector,cname,bse_code
Financial Services -  NBFC  -  Small / Medium,Rajath Finance Limited,507962
Others -  Trading,Rajath Finance Limited,526662
Others -  Miscella  -  Others,Rajendra Mining Spares Company Limited,30225
Food Products -  Solvent Extraction,Rajendra Mining Spares Company Limited,19514
Food Products -  Solvent Extraction,Rajendra Mining Spares Company Limited,513369
Textile -  Textiles  -  Others,Rajendra Mining Spares Company Limited,14430
Sugar -  Sugar,Rajshree Sugars & Chemicals Limited,500354
Pharmaceuticals -  Formulations,Rajshri Forex Limited,24484
Agro Inputs -  Pesticides,Rajshri Forex Limited,500355
Agro Inputs -  Pesticides,Rajshri Forex Limited,530951
Agro Inputs -  Pesticides,Rajshri Forex Limited,522281
Paper -  Paper  -  Large,Rama Newsprint & Papers Limited,500356
Paper -  Paper  -  Large,Rama Paper Mills Limited,500357
Petrochemicals -  Petrochemicals,Rama Petrochemicals Limited,500358
Paper -  Paper  -  Small,Rama Pulp & Papers Limited,502587
sector,cname,bse_code
,,522294
,,532284
Financial Services -  NBFC  -  Large,,501242
Courier and Logistic Services -  Courier and Logistic Services,T C I Limited,532262
Chemicals -  Chemicals  -  Others,T C I Limited,530967
Chemicals -  Inorganic Chemicals,T C M Limited,524156
IT -  IT  -  Others,T C S e-Serve Limited,9028
Chemicals -  Organic Chemicals,T E C I L Chemical & Hydro Power Limited,6680
Others,T G F Media Systems Limited,526483
Engineering -  Heavy  -  General (CM),T I L Limited,505196
Others,T M T (India) Limited,22171
Packaging -  Packaging,T M T (India) Limited,421
Plastic Processing -  Plastic processing  -  Others,T M T (India) Limited,526582
Financial Services -  NBFC  -  Small / Medium,T R C Financial Services Limited,511730
Engineering -  Heavy  -  General (CM),T R C Financial Services Limited,505854
IT -  Software  -  Small/Medium,T Spiritual World Limited,532444
Engineering -  Heavy  -  General (CM),T T G Industries Limited,22185
Others -  Miscella  -  Others,T T K Biomed Limited,8871
Pharmaceuticals -  Formulations,T T K Healthcare Limited,507747
Pharmaceuticals -  Formulations,T T K Healthcare Limited,517506
Pharmaceuticals -  Formulations,T T K Healthcare Limited,514142
Auto Ancillaries -  Engine Parts,T V S Autolec Limited,20101
IT -  Peripherals,T V S Electronics Limited,532513
Financial Services -  NBFC  -  Small / Medium,T V S Finance and Services Limited,32319
Automobiles -  2/3 Wheelers,T V S Finance and Services Limited,532343
Tyres -  Tyres,T V S Srichakra Limited,509243
Media and Entertainment -  Television Broadcasting,T V S Srichakra Limited,532515
Textile -  Textiles  -  Others,T V S Srichakra Limited,14464
Plastic Processing -  Sheets & Films,T V S Srichakra Limited,507785
Tourism / Hotels -  Hotels,Taj G V K Hotels & Resorts Limited,532390
Tourism / Hotels -  Hotels,Taj G V K Hotels & Resorts Limited,505850
Tourism / Hotels -  Hotels,Taj G V K Hotels & Resorts Limited,505160
Healthcare/Hospitals -  Healthcare,Taj G V K Hotels & Resorts Limited,533200
Financial Services -  Investment,Taj G V K Hotels & Resorts Limited,533170
Financial Services -  Investment,Taj G V K Hotels & Resorts Limited,531426
Textile -  Textiles  -  Others,Tamilnadu Jai Bharath Mills Limited,521038
Petrochemicals -  Petrochemicals  -  Others,Tamilnadu Petroproducts Limited,500777
Steel -  Steel  -  Others,Tamilnadu Steel Tubes Limited,513540
Engineering -  Telecom Cables,Tamilnadu Telecommunications Limited,523419
Aviation -  Aviation,Tamilnadu Telecommunications Limited,522229
Non Ferrous Metals -  Aluminium,Tanfac Industries Limited,506854
IT -  Software  -  Small/Medium,Tanla Solutions Limited,532790
Const/Bldg Material -  Construction  -  Infrastructure,Tanla Solutions Limited,532738
Food Products -  Processed Foods,Tarai Foods Limited,519285
Power -  Power  -  Equipments,Tarai Foods Limited,533203
Power -  Power  -  Equipments,Tarai Foods Limited,512271
Others -  Miscella  -  Others,Tata Advanced Materials Limited,26646
Financial Services -  MFs (Asset Management Companies),Tata Balanced Fund - Appreciation,NA
Financial Services -  MFs (Asset Management Companies),Tata Balanced Fund - Regular,NA
Plantation -  Tea and Coffee,Tata Coffee Limited,532301
Telecom -  Service Provider,Tata Communications Limited,500483
Const/Bldg Material -  Construction  -  Infrastructure,Tata Communications Limited,5252
Steel -  Steel  -  Others,Tayo Rolls Limited,504961
Chemicals -  Speciality Chemicals,Tayo Rolls Limited,NA
Chemicals -  Speciality Chemicals,Tayo Rolls Limited,523301
Chemicals -  Speciality Chemicals,Tayo Rolls Limited,12011
IT -  Software  -  Large,Tayo Rolls Limited,532755
IT -  Software  -  Large,Tayo Rolls Limited,532804
IT -  Software  -  Large,Tayo Rolls Limited,NA
IT -  Software  -  Large,Tayo Rolls Limited,509917
Others -  Miscella  -  Others,Tayo Rolls Limited,523455
Others -  Miscella  -  Others,Teem Laboratories Limited,7761
Others,Teknomin Aqua Exports (India) Limited,26065
IT -  Software  -  Small/Medium,Tele Data Informatics Limited,532358
sector,cname,bse_code
Others,Xedd Telecom Limited,30819
Telecom -  Telecom Equipment,Xedd Telecom Limited,532788
sector,cname,bse_code
Const/Bldg Material -  Construction  -  Housing/Industrial,U B E Industries Limited,23868
Const/Bldg Material -  Construction  -  Housing/Industrial,U B E Industries Limited,31610
Tourism / Hotels -  Hotels,U B E Industries Limited,526463
Tourism / Hotels -  Hotels,U P Hotels Limited,509960
Chemicals -  Chemicals  -  Others,U P Hotels Limited,24677
Financial Services -  MFs (Asset Management Companies),U P Hotels Limited,32220
Media and Entertainment -  Media and Entertainment  -  Others,U P Hotels Limited,532619
Auto Ancillaries -  Transmission and Steering,U P Hotels Limited,500464
Auto Ancillaries -  Transmission and Steering,U P Hotels Limited,11343
Banks -  NationalisedBSE,Uco Bank,11343
Cement -  Cement,Uco Bank,30131
Packaging -  Packaging,Uflex Limited,500148
Packaging -  Packaging,Uflex Limited,506685
Cement -  Cement,UltraTech Cement Limited,532538
Textile -  Textiles  -  Others,Uma Maheswari Mills Limited,30463
Pharmaceuticals -  Bulk Drugs,Umedix India Limited,24822
Food Products -  Solvent Extraction,Umred Agro Complex Limited,519477
Engineering -  Electronics,Umred Agro Complex Limited,530937
Steel -  Steel  -  Others,Uni Abex Alloy Products Limited,504605
Steel -  Steel  -  Others,Uni-Metal Alloys Limited,13482
Pharmaceuticals -  Formulations,Unichem Laboratories Limited,506690
Pharmaceuticals -  Formulations,Unichem Laboratories Limited,24087
Pharmaceuticals -  Formulations,Unichem Laboratories Limited,500427
Pharmaceuticals -  Formulations,Unichem Laboratories Limited,15017
Financial Services -  Investment,Unijolly Investment Limited,3671
Petrochemicals -  Petrochemicals,Unimers India Limited,524264
Petrochemicals -  Petrochemicals,Unimers India Limited,530321
sector,cname,bse_code
Auto Ancillaries -  Transmission and Steering,Z F Steering Gear (India) Limited,505163
Pharmaceuticals -  Formulations,Zandu Realty Limited,506720
Media and Entertainment -  Television Broadcasting,Zandu Realty Limited,505537
Media and Entertainment -  Television Broadcasting,Zee News Limited,532794
Others -  Miscella  -  Others,Zee News Limited,590032
Diversified -  Small / Medium,Zenith Birla (India) Limited,531845
Diversified -  Small / Medium,Zenith Birla (India) Limited,517164
Textile -  Textiles  -  Others,Zenith Birla (India) Limited,512553
Textile -  Textiles  -  Others,Zenith Birla (India) Limited,514266
Pharmaceuticals -  Formulations,Zenith Healthcare Limited,530665
sector,cname,bse_code
Engineering -  Electrical Equipment,S & S Industries & Enterprises Limited,23554
Power -  Power  -  Equipments,S & S Power Switchgear Limited,17273
Steel -  Steel  -  Others,S A L Steel Limited,532604
Textile -  Textiles  -  Others,S A L Steel Limited,514197
"Gems, Jewellery and watches -  Gems, Jewellery and Watches",S A L Steel Limited,513583
Housing Finance -  Housing Finance,S B I Home Finance Limited,379
Financial Services -  NBFC  -  Small / Medium,S B I Home Finance Limited,11433
Breweries and Distilleries -  Breweries and Distilleries  -  Others,S B I Home Finance Limited,7518
Financial Services -  Financial Services  -  Others,S E Investments Limited,532900
Textile -  Spinning  -  Cotton/Blends,S E L Manufacturing Company Limited,532886
Courier and Logistic Services -  Courier and Logistic Services,S E R Industries Limited,507984
Agro Inputs -  Nitrogenous/Phosphatic Fertilisers,S E R Industries Limited,7725
Financial Services -  NBFC  -  Small / Medium,S E R Industries Limited,532217
Financial Services -  NBFC  -  Small / Medium,S E R Industries Limited,523164
Financial Services -  NBFC  -  Small / Medium,S E R Industries Limited,30569
Textile -  Composite  -  Weaving/Knitting,S E R Industries Limited,514304
Textile -  Composite  -  Weaving/Knitting,S E R Industries Limited,32138
Engineering -  Textile Machinery,S M Energy Teknik & Electronics Limited,522042
Financial Services -  Investment,S M Finance Limited,11318
Pharmaceuticals -  Bulk Drugs,S O L Pharmaceuticals Limited,393
Financial Services -  NBFC  -  Small / Medium,S O L Pharmaceuticals Limited,530289
IT -  Peripherals,S P E L Semiconductor Limited,517166
IT -  Peripherals,S P E L Semiconductor Limited,530177
IT -  Peripherals,S P E L Semiconductor Limited,532249
Textile -  Other Synthetic Fibres,S R F Limited,503806
Textile -  Other Synthetic Fibres,S R F Limited,30981
Textile -  Textiles  -  Others,S R F Limited,513515
Textile -  Textiles  -  Others,S R F Limited,513151
Financial Services -  NBFC  -  Small / Medium,S R F Limited,31885
Petrochemicals -  Petrochemicals,S V C Superchem Limited,524488
Financial Services -  Investment,S V C Superchem Limited,3622
Financial Services -  Investment,S V C Superchem Limited,NA
Chemicals -  Chemicals  -  Others,Saamya Biotech (India) Limited,532905
Chemicals -  Chemicals  -  Others,Saamya Biotech (India) Limited,531901
Agro Inputs -  Nitrogenous/Phosphatic Fertilisers,Sabero Organics Gujarat Limited,524446
Agro Inputs -  Nitrogenous/Phosphatic Fertilisers,Sabero Organics Gujarat Limited,532710
Chemicals -  Chlor - alkali,Sabero Organics Gujarat Limited,506642
Plastic Processing -  Plastic processing  -  Others,Safari Industries (India) Limited,523025
Plastic Processing -  Plastic processing  -  Others,Safari Industries (India) Limited,532092
Textile -  Textiles  -  Others,Sagar Silk Industries Limited,12050
Food Products -  Solvent Extraction,Sagar Soya Products Limited,7663
Financial Services -  NBFC  -  Small / Medium,Sagar Systech Limited,511254
Tourism / Hotels -  Hotels,Sagar Tourist Resorts Limited,526085
Media and Entertainment -  Television Broadcasting,Sahara One Media and Entertainment Limited,503691
Media and Entertainment -  Television Broadcasting,Sahara One Media and Entertainment Limited,532841
Media and Entertainment -  Television Broadcasting,Sahara One Media and Entertainment Limited,531931
Media and Entertainment -  Television Broadcasting,Sahara One Media and Entertainment Limited,32118
Media and Entertainment -  Television Software,Sai Television Limited,21321
IT -  Software  -  Small/Medium,Saksoft Limited,590051
Financial Services -  NBFC  -  Small / Medium,Saksoft Limited,511066
Sugar -  Sugar,Sakthi Sugars Limited,507315
Textile -  Textiles  -  Others,Salem Textiles Limited,21052
Plastic Processing -  Tubes Pipes & Fittings,Salem Textiles Limited,26554
Others,Salem Textiles Limited,26554
Others,Salem Textiles Limited,500370
Engineering -  Electrical Equipment,Salzer Electronics Limited,517059
Food Products -  Solvent Extraction,Salzer Electronics Limited,532005
Others -  Miscella  -  Others,Salzer Electronics Limited,4345
Others -  Miscella  -  Others,Sambhaav Media Limited,511630
Others -  Miscella  -  Others,Sambhaav Media Limited,520075
Chemicals -  Chemicals  -  Others,Sambhaav Media Limited,506172
Food Products -  Food & Dairy Products,Sampre Nutritions Limited,30617
Pharmaceuticals -  Bulk Drugs,Sampre Nutritions Limited,530125
IT -  Hardware,Sampre Nutritions Limited,500371
Consumer Durables -  Picture Tubes,Sampre Nutritions Limited,500372
Consumer Durables -  Picture Tubes,Sampre Nutritions Limited,5155
Textile -  Textiles  -  Others,Sanblue Corporation Limited,521222
Textile -  Textiles  -  Others,Sanblue Corporation Limited,11563
Financial Services -  NBFC  -  Small / Medium,Sanchna Trading & Finance Limited,12125
Const/Bldg Material -  Construction and Building Materials  -  Others,Sancia Global Infraprojects Limited,532836
Shipping -  Shipping,Sancia Global Infraprojects Limited,523116
Others -  Miscella  -  Others,Sandur Laminates Limited,31316
Steel -  Steel  -  Others,Sandur Laminates Limited,504918
Paper -  Paper  -  Small,Sandur Laminates Limited,516096
Non Ferrous Metals -  Aluminium,Sangam Aluminium Limited,13297
Others -  Miscella  -  Others,Sangam Aluminium Limited,31625
Others -  Miscella  -  Others,Sanghi Corporate Services Limited,511640
Others -  Miscella  -  Others,Sanghi Corporate Services Limited,526521
Textile -  Polyesters,Sanghi Polyesters Limited,375
Others -  Miscella  -  Others,Sanghvi Movers Limited,530073
Others -  Miscella  -  Others,Sanghvi Movers Limited,531898
Food Products -  Solvent Extraction,Sanghvi Movers Limited,19405
Pharmaceuticals -  Bulk Drugs and Formulations,Sanghvi Movers Limited,531569
IT -  Software  -  Small/Medium,Sankhya Infotech Limited,532972
Financial Services -  NBFC  -  Small / Medium,Sankhya Infotech Limited,11335
Others -  Miscella  -  Others,Sanmitra Commercial Limited,512062
IT -  Software  -  Small/Medium,Sanraa Media Limited,531312
Textile -  Textiles  -  Others,Sanrhea Technical Textiles Limited,514280
Textile -  Textiles  -  Others,Sanrhea Technical Textiles Limited,11141
Textile -  Textiles  -  Others,Santosh Fine-Fab Limited,530035
Others,Santowin Polyesters Limited,12465
Others -  Miscella  -  Others,Sanvan Software Limited,31829
Others -  Miscella  -  Others,Sanvan Software Limited,531781
Others -  Miscella  -  Others,Sanvan Software Limited,6152
Chemicals -  Inorganic Chemicals,Sanvan Software Limited,532031
Chemicals -  Inorganic Chemicals,Sanvan Software Limited,512020
Sugar -  Sugar,Sanvan Software Limited,533033
Steel -  Pig Iron / Sponge Iron,Sarda Energy & Minerals Limited,504614
IT -  IT  -  Others,Sarda Energy & Minerals Limited,14488
IT -  IT  -  Others,Sarda Energy & Minerals Limited,516032
Const/Bldg Material -  Construction and Building Materials  -  Others,Sarda Plywood Industries Limited,516003
Const/Bldg Material -  Construction and Building Materials  -  Others,Sarda Plywood Industries Limited,519242
Paints -  Paints,Sarika Paints Limited,26039
Financial Services -  NBFC  -  Small / Medium,Sarika Paints Limited,11513
Textile -  Textiles  -  Others,Sarla Performance Fibers Limited,526885
Oil and Gas -  Oil and Gas  -  Others,Sarthak Industries Limited,531930
Others -  Miscella  -  Others,Sarthak Industries Limited,514412
Others -  Miscella  -  Others,Sarvamangal Mercantile Company Limited,6190
Pharmaceuticals -  Formulations,Sarvamangal Mercantile Company Limited,30501
Financial Services -  NBFC  -  Small / Medium,Sat Industries Limited,511076
Food Products -  Solvent Extraction,Satguru Agro Industries Limited,19192
Steel -  Pig Iron / Sponge Iron,Sathavahana Ispat Limited,526093
Textile -  Textiles  -  Others,Satyam Silk Mills Limited,503893
Textile -  Textiles  -  Others,Satyam Silk Mills Limited,16088
Financial Services -  NBFC  -  Small / Medium,Savani Financials Limited,511577
IT -  Software  -  Small/Medium,Saven Technologies Limited,532404
Chemicals -  Organic Chemicals,Savita Oil Technologies Limited,524667
Others,Savitri Overseas Limited,12555
Others -  Miscella  -  Others,Sawaca Business Machines Limited,31893
Others -  Miscella  -  Others,Sawaca Business Machines Limited,31603
Others -  Miscella  -  Others,Sawaca Business Machines Limited,19387
Others -  Miscella  -  Others,Sawaca Business Machines Limited,523710
Others -  Miscella  -  Others,Sawaca Business Machines Limited,NA
Food Products -  Aquaculture,Scanet Exports Limited,31260
Food Products -  Aquaculture,Scanet Exports Limited,526544
Financial Services -  Investment,Scenario Media Limited,505590
Others -  Miscella  -  Others,Scenario Media Limited,507894
Others -  Miscella  -  Others,Scenario Media Limited,505358
Auto Ancillaries -  Engine Parts,Scenario Media Limited,504908
Financial Services -  Investment,Scenario Media Limited,530269
Shipping -  Shipping,Scindia Steam Navigation Company Limited,501887
Shipping -  Shipping,Scindia Steam Navigation Company Limited,NA
Mining -  Minerals,Scindia Steam Navigation Company Limited,31886
Food Products -  Aquaculture,Scindia Steam Navigation Company Limited,30361
Financial Services -  NBFC  -  Small / Medium,Seagull Leafin Limited,31690
Shipping -  Shipping,Seagull Leafin Limited,526807
Textile -  Textiles  -  Others,Seasons Textiles Limited,514264
Textile -  Textiles  -  Others,Seasons Textiles Limited,5823
Pharmaceuticals -  Formulations,Seasons Textiles Limited,524540
Oil and Gas -  Exploration and Production,Seasons Textiles Limited,530075
Others -  Miscella  -  Others,Sellaids Publications (India) Limited,526071
Others -  Miscella  -  Others,Sellaids Publications (India) Limited,32060
Others,Sellaids Publications (India) Limited,21238
IT -  Software  -  Small/Medium,Sequel Soft India Limited,32422
IT -  Software  -  Small/Medium,Sequel Soft India Limited,512529
Others -  Miscella  -  Others,Serene Industries Limited,24067
Mining -  Minerals,Serene Industries Limited,500295
Textile -  Textiles  -  Others,Serene Industries Limited,531794
Paper -  Paper  -  Large,Seshasayee Paper & Boards Limited,502450
Const/Bldg Material -  Construction and Building Materials  -  Others,Seshasayee Paper & Boards Limited,532993
Engineering -  Power Cables,SGN Telecoms Limited,531812
Packaging -  Packaging,SGN Telecoms Limited,14458
Pharmaceuticals -  Bulk Drugs,SGN Telecoms Limited,524546
Others,SGN Telecoms Limited,509870
Food Products -  Processed Foods,SGN Telecoms Limited,519031
Others -  Miscella  -  Others,Shakti Met-Dor Limited,526510
Others -  Miscella  -  Others,Shakti Press Limited,526841
Financial Services -  NBFC  -  Small / Medium,Shalibhadra Finance Limited,511754
Textile -  Textiles  -  Others,Shalibhadra Finance Limited,14209
Textile -  Composite  -  Weaving/Knitting,Shalibhadra Finance Limited,14152
sector,cname,bse_code
Financial Services -  NBFC  -  Small / Medium,Yash Management & Satellite Limited,511601
Paper -  Paper  -  Small,Yash Management & Satellite Limited,516030
Financial Services -  NBFC  -  Small / Medium,Yash Trading & Finance Limited,512345
sector,cname,bse_code
,,501391
Engineering -  Pumps/Compressors/Drilling Equipment,W P I L Limited,505872
Engineering -  Electrical Equipment,W S Industries (India) Limited,504220
Auto Ancillaries -  Suspension and Braking,W S Industries (India) Limited,533023
Food Products -  Processed Foods,W S Industries (India) Limited,519035
Financial Services -  NBFC  -  Small / Medium,W S Industries (India) Limited,501370
Financial Services -  NBFC  -  Small / Medium,Wall Street Finance Limited,511147
Pharmaceuticals -  Bulk Drugs,Wanbury Limited,524212
Housing Finance -  Housing Finance,Wanbury Limited,512269
Housing Finance -  Housing Finance,Wanbury Limited,511690
Housing Finance -  Housing Finance,Wanbury Limited,443
Others -  Miscella  -  Others,Wanbury Limited,523660
Packaging -  Packaging,Wanbury Limited,16090
IT -  Software  -  Small/Medium,Weal Infotech Limited,NA
Others,Weal Infotech Limited,5277
Others,Websity Infosys Limited,11415
Power -  Generation and Supply,Websol Energy Systems Limited,517498
Diversified -  Small / Medium,Websol Energy Systems Limited,523011
Others -  Miscella  -  Others,Welcome Coir Industries Limited,31564
Others -  Miscella  -  Others,Welcome Coir Industries Limited,524661
sector,cname,bse_code
,,513005
Automobiles -  2/3 Wheelers,V C C L Limited,522015
Automobiles -  2/3 Wheelers,V C C L Limited,507880
Others -  Miscella  -  Others,V R Woodart Limited,523888
Others -  Miscella  -  Others,V R Woodart Limited,531266
Textile -  Other Natural Fibres,V R Woodart Limited,532893
Financial Services -  NBFC  -  Small / Medium,V R Woodart Limited,5535
IT -  Hardware,V R Woodart Limited,517399
IT -  Hardware,V R Woodart Limited,532953
Food Products -  Food & Dairy Products,Vadilal Dairy International Limited,19451
Food Products -  Food & Dairy Products,Vadilal Enterprises Limited,519152
Others -  Miscella  -  Others,Vadilal Enterprises Limited,531676
Cement -  Cement,Vaishno Cement Company Limited,26941
Cement -  Cement,Vaishno Cement Company Limited,438
IT -  Hardware,Vakrangee Softwares Limited,511431
Telecom -  Service Provider,Vakrangee Softwares Limited,526775
Packaging -  Packaging,Vallabh Poly-Plast International Limited,30403
Steel -  Steel  -  Others,Vallabh Poly-Plast International Limited,513397
Steel -  Steel  -  Others,Vallabh Poly-Plast International Limited,13715
Non Ferrous Metals -  Non Ferrous Metals  -  Others,Valley Indiana Leisure Limited,531962
Others -  Miscella  -  Others,Valley Indiana Leisure Limited,26634
Textile -  Textiles  -  Others,Valley Indiana Leisure Limited,530459
Textile -  Textiles  -  Others,Valley Indiana Leisure Limited,500945
IT -  Hardware,Vama Industries Limited,512175
Plantation -  Rubber Products,Vamshi Rubber Limited,530369
Textile -  Textiles  -  Others,Vamshi Rubber Limited,521046
Dye Stuff -  Dye Stuff,Vanavil Dyes & Chemicals Limited,6860
Dye Stuff -  Dye Stuff,Vanavil Dyes & Chemicals Limited,530109
Agro Inputs -  Pesticides,Vantech Industry Limited,30509
Agro Inputs -  Pesticides,Vantech Industry Limited,32396
Diversified -  Small / Medium,Vapi Paper Mills Limited,502589
Others,Varahi Diamonds & Finance Limited,13363
Others,Varahi Diamonds & Finance Limited,NA
Financial Services -  Investment,Vardhman Holdings Limited,500439
Financial Services -  Investment,Vardhman Holdings Limited,513534
Steel -  Steel  -  Others,Vardhman Holdings Limited,532917
Steel -  Steel  -  Others,Vardhman Holdings Limited,512511
Agro Inputs -  Pesticides,Varun Polymol Organics Limited,24059
Others,Varun Seacon Limited,26297
Shipping -  Shipping,Varun Shipping Company Limited,500465
Shipping -  Shipping,Varun Shipping Company Limited,19144
Real Estate -  Real Estate,Vascon Engineers Limited,533156
Financial Services -  NBFC  -  Small / Medium,Vatsa Corporations Limited,11371
